time_sec,frame_index,event,count_line_id,track_id,class,entry_zone,exit_zone,queue_zone_id,queue_count
0.0,0,queue_snapshot,,,,,,S_queue,2.0
0.0,0,queue_snapshot,,,,,,E_queue,0.0
0.0,0,queue_snapshot,,,,,,N_queue,0.0
0.0,0,queue_snapshot,,,,,,W_queue,0.0
0.0,0,class_snapshot,,,truck,,,,4.0
0.0,0,class_snapshot,,,car,,,,6.0
3.0,1,queue_snapshot,,,,,,S_queue,0.0
3.0,1,queue_snapshot,,,,,,E_queue,0.0
3.0,1,queue_snapshot,,,,,,N_queue,0.0
3.0,1,queue_snapshot,,,,,,W_queue,0.0
3.0,1,class_snapshot,,,car,,,,3.0
3.0,1,class_snapshot,,,truck,,,,5.0
3.0,1,class_snapshot,,,class_5,,,,1.0
6.0,2,queue_snapshot,,,,,,S_queue,1.0
6.0,2,queue_snapshot,,,,,,E_queue,0.0
6.0,2,queue_snapshot,,,,,,N_queue,0.0
6.0,2,queue_snapshot,,,,,,W_queue,0.0
6.0,2,class_snapshot,,,car,,,,3.0
6.0,2,class_snapshot,,,truck,,,,8.0
6.0,2,class_snapshot,,,class_5,,,,1.0
9.0,3,queue_snapshot,,,,,,S_queue,2.0
9.0,3,queue_snapshot,,,,,,E_queue,0.0
9.0,3,queue_snapshot,,,,,,N_queue,0.0
9.0,3,queue_snapshot,,,,,,W_queue,0.0
9.0,3,class_snapshot,,,truck,,,,6.0
9.0,3,class_snapshot,,,car,,,,4.0
9.0,3,class_snapshot,,,class_5,,,,2.0
12.0,4,queue_snapshot,,,,,,S_queue,0.0
12.0,4,queue_snapshot,,,,,,E_queue,0.0
12.0,4,queue_snapshot,,,,,,N_queue,0.0
12.0,4,queue_snapshot,,,,,,W_queue,0.0
12.0,4,class_snapshot,,,truck,,,,5.0
12.0,4,class_snapshot,,,car,,,,3.0
12.0,4,class_snapshot,,,class_5,,,,3.0
15.0,5,queue_snapshot,,,,,,S_queue,0.0
15.0,5,queue_snapshot,,,,,,E_queue,0.0
15.0,5,queue_snapshot,,,,,,N_queue,0.0
15.0,5,queue_snapshot,,,,,,W_queue,0.0
15.0,5,class_snapshot,,,truck,,,,7.0
15.0,5,class_snapshot,,,class_5,,,,2.0
18.0,6,queue_snapshot,,,,,,S_queue,1.0
18.0,6,queue_snapshot,,,,,,E_queue,0.0
18.0,6,queue_snapshot,,,,,,N_queue,2.0
18.0,6,queue_snapshot,,,,,,W_queue,0.0
18.0,6,class_snapshot,,,truck,,,,10.0
21.0,7,queue_snapshot,,,,,,S_queue,1.0
21.0,7,queue_snapshot,,,,,,E_queue,0.0
21.0,7,queue_snapshot,,,,,,N_queue,2.0
21.0,7,queue_snapshot,,,,,,W_queue,0.0
21.0,7,class_snapshot,,,truck,,,,10.0
21.0,7,class_snapshot,,,class_5,,,,1.0
21.0,7,class_snapshot,,,car,,,,1.0
24.0,8,queue_snapshot,,,,,,S_queue,0.0
24.0,8,queue_snapshot,,,,,,E_queue,0.0
24.0,8,queue_snapshot,,,,,,N_queue,0.0
24.0,8,queue_snapshot,,,,,,W_queue,0.0
24.0,8,class_snapshot,,,truck,,,,8.0
24.0,8,class_snapshot,,,class_5,,,,1.0
27.0,9,queue_snapshot,,,,,,S_queue,1.0
27.0,9,queue_snapshot,,,,,,E_queue,0.0
27.0,9,queue_snapshot,,,,,,N_queue,0.0
27.0,9,queue_snapshot,,,,,,W_queue,0.0
27.0,9,class_snapshot,,,truck,,,,9.0
27.0,9,class_snapshot,,,class_5,,,,1.0
30.0,10,queue_snapshot,,,,,,S_queue,0.0
30.0,10,queue_snapshot,,,,,,E_queue,0.0
30.0,10,queue_snapshot,,,,,,N_queue,0.0
30.0,10,queue_snapshot,,,,,,W_queue,1.0
30.0,10,class_snapshot,,,truck,,,,7.0
30.0,10,class_snapshot,,,class_5,,,,1.0
33.0,11,queue_snapshot,,,,,,S_queue,0.0
33.0,11,queue_snapshot,,,,,,E_queue,0.0
33.0,11,queue_snapshot,,,,,,N_queue,0.0
33.0,11,queue_snapshot,,,,,,W_queue,1.0
33.0,11,class_snapshot,,,truck,,,,7.0
36.0,12,queue_snapshot,,,,,,S_queue,2.0
36.0,12,queue_snapshot,,,,,,E_queue,0.0
36.0,12,queue_snapshot,,,,,,N_queue,0.0
36.0,12,queue_snapshot,,,,,,W_queue,0.0
36.0,12,class_snapshot,,,car,,,,3.0
36.0,12,class_snapshot,,,truck,,,,4.0
39.0,13,queue_snapshot,,,,,,S_queue,0.0
39.0,13,queue_snapshot,,,,,,E_queue,0.0
39.0,13,queue_snapshot,,,,,,N_queue,0.0
39.0,13,queue_snapshot,,,,,,W_queue,0.0
39.0,13,class_snapshot,,,car,,,,3.0
39.0,13,class_snapshot,,,truck,,,,2.0
42.0,14,queue_snapshot,,,,,,S_queue,0.0
42.0,14,queue_snapshot,,,,,,E_queue,0.0
42.0,14,queue_snapshot,,,,,,N_queue,0.0
42.0,14,queue_snapshot,,,,,,W_queue,0.0
42.0,14,class_snapshot,,,car,,,,3.0
42.0,14,class_snapshot,,,truck,,,,4.0
42.0,14,class_snapshot,,,class_7,,,,1.0
42.0,14,class_snapshot,,,class_5,,,,1.0
45.0,15,flow_cross,W_in,35.0,truck,,,,
45.0,15,queue_snapshot,,,,,,S_queue,0.0
45.0,15,queue_snapshot,,,,,,E_queue,0.0
45.0,15,queue_snapshot,,,,,,N_queue,0.0
45.0,15,queue_snapshot,,,,,,W_queue,1.0
45.0,15,class_snapshot,,,truck,,,,5.0
45.0,15,class_snapshot,,,car,,,,2.0
45.0,15,class_snapshot,,,class_7,,,,1.0
48.0,16,queue_snapshot,,,,,,S_queue,1.0
48.0,16,queue_snapshot,,,,,,E_queue,0.0
48.0,16,queue_snapshot,,,,,,N_queue,0.0
48.0,16,queue_snapshot,,,,,,W_queue,0.0
48.0,16,class_snapshot,,,car,,,,3.0
48.0,16,class_snapshot,,,class_7,,,,2.0
48.0,16,class_snapshot,,,truck,,,,2.0
51.0,17,flow_cross,E_in,44.0,truck,,,,
51.0,17,queue_snapshot,,,,,,S_queue,0.0
51.0,17,queue_snapshot,,,,,,E_queue,0.0
51.0,17,queue_snapshot,,,,,,N_queue,0.0
51.0,17,queue_snapshot,,,,,,W_queue,1.0
51.0,17,class_snapshot,,,car,,,,3.0
51.0,17,class_snapshot,,,truck,,,,4.0
54.0,18,queue_snapshot,,,,,,S_queue,0.0
54.0,18,queue_snapshot,,,,,,E_queue,0.0
54.0,18,queue_snapshot,,,,,,N_queue,0.0
54.0,18,queue_snapshot,,,,,,W_queue,0.0
54.0,18,class_snapshot,,,truck,,,,3.0
54.0,18,class_snapshot,,,car,,,,3.0
57.0,19,queue_snapshot,,,,,,S_queue,0.0
57.0,19,queue_snapshot,,,,,,E_queue,0.0
57.0,19,queue_snapshot,,,,,,N_queue,0.0
57.0,19,queue_snapshot,,,,,,W_queue,0.0
57.0,19,class_snapshot,,,truck,,,,7.0
57.0,19,class_snapshot,,,car,,,,3.0
60.0,20,queue_snapshot,,,,,,S_queue,1.0
60.0,20,queue_snapshot,,,,,,E_queue,0.0
60.0,20,queue_snapshot,,,,,,N_queue,0.0
60.0,20,queue_snapshot,,,,,,W_queue,0.0
60.0,20,class_snapshot,,,truck,,,,6.0
60.0,20,class_snapshot,,,car,,,,5.0
63.0,21,queue_snapshot,,,,,,S_queue,0.0
63.0,21,queue_snapshot,,,,,,E_queue,0.0
63.0,21,queue_snapshot,,,,,,N_queue,0.0
63.0,21,queue_snapshot,,,,,,W_queue,0.0
63.0,21,class_snapshot,,,car,,,,4.0
63.0,21,class_snapshot,,,truck,,,,5.0
63.0,21,class_snapshot,,,class_7,,,,1.0
66.0,22,flow_cross,E_in,66.0,truck,,E_exit,,
66.0,22,queue_snapshot,,,,,,S_queue,0.0
66.0,22,queue_snapshot,,,,,,E_queue,0.0
66.0,22,queue_snapshot,,,,,,N_queue,0.0
66.0,22,queue_snapshot,,,,,,W_queue,0.0
66.0,22,class_snapshot,,,car,,,,4.0
66.0,22,class_snapshot,,,truck,,,,3.0
69.0,23,queue_snapshot,,,,,,S_queue,0.0
69.0,23,queue_snapshot,,,,,,E_queue,0.0
69.0,23,queue_snapshot,,,,,,N_queue,0.0
69.0,23,queue_snapshot,,,,,,W_queue,0.0
69.0,23,class_snapshot,,,car,,,,3.0
69.0,23,class_snapshot,,,class_5,,,,1.0
69.0,23,class_snapshot,,,truck,,,,4.0
72.0,24,queue_snapshot,,,,,,S_queue,0.0
72.0,24,queue_snapshot,,,,,,E_queue,0.0
72.0,24,queue_snapshot,,,,,,N_queue,0.0
72.0,24,queue_snapshot,,,,,,W_queue,0.0
72.0,24,class_snapshot,,,car,,,,3.0
72.0,24,class_snapshot,,,truck,,,,2.0
75.0,25,queue_snapshot,,,,,,S_queue,0.0
75.0,25,queue_snapshot,,,,,,E_queue,0.0
75.0,25,queue_snapshot,,,,,,N_queue,0.0
75.0,25,queue_snapshot,,,,,,W_queue,0.0
75.0,25,class_snapshot,,,truck,,,,5.0
78.0,26,queue_snapshot,,,,,,S_queue,0.0
78.0,26,queue_snapshot,,,,,,E_queue,0.0
78.0,26,queue_snapshot,,,,,,N_queue,0.0
78.0,26,queue_snapshot,,,,,,W_queue,0.0
78.0,26,class_snapshot,,,truck,,,,2.0
78.0,26,class_snapshot,,,class_5,,,,1.0
81.0,27,queue_snapshot,,,,,,S_queue,0.0
81.0,27,queue_snapshot,,,,,,E_queue,0.0
81.0,27,queue_snapshot,,,,,,N_queue,0.0
81.0,27,queue_snapshot,,,,,,W_queue,0.0
81.0,27,class_snapshot,,,truck,,,,2.0
81.0,27,class_snapshot,,,class_5,,,,1.0
84.0,28,queue_snapshot,,,,,,S_queue,0.0
84.0,28,queue_snapshot,,,,,,E_queue,0.0
84.0,28,queue_snapshot,,,,,,N_queue,0.0
84.0,28,queue_snapshot,,,,,,W_queue,1.0
84.0,28,class_snapshot,,,truck,,,,3.0
84.0,28,class_snapshot,,,class_5,,,,1.0
87.0,29,queue_snapshot,,,,,,S_queue,0.0
87.0,29,queue_snapshot,,,,,,E_queue,0.0
87.0,29,queue_snapshot,,,,,,N_queue,0.0
87.0,29,queue_snapshot,,,,,,W_queue,0.0
87.0,29,class_snapshot,,,truck,,,,5.0
87.0,29,class_snapshot,,,car,,,,1.0
87.0,29,class_snapshot,,,class_5,,,,1.0
90.0,30,queue_snapshot,,,,,,S_queue,1.0
90.0,30,queue_snapshot,,,,,,E_queue,0.0
90.0,30,queue_snapshot,,,,,,N_queue,0.0
90.0,30,queue_snapshot,,,,,,W_queue,0.0
90.0,30,class_snapshot,,,class_5,,,,1.0
90.0,30,class_snapshot,,,truck,,,,4.0
90.0,30,class_snapshot,,,car,,,,1.0
93.0,31,queue_snapshot,,,,,,S_queue,0.0
93.0,31,queue_snapshot,,,,,,E_queue,0.0
93.0,31,queue_snapshot,,,,,,N_queue,0.0
93.0,31,queue_snapshot,,,,,,W_queue,0.0
93.0,31,class_snapshot,,,truck,,,,2.0
93.0,31,class_snapshot,,,class_5,,,,1.0
93.0,31,class_snapshot,,,car,,,,1.0
96.0,32,queue_snapshot,,,,,,S_queue,3.0
96.0,32,queue_snapshot,,,,,,E_queue,1.0
96.0,32,queue_snapshot,,,,,,N_queue,0.0
96.0,32,queue_snapshot,,,,,,W_queue,0.0
96.0,32,class_snapshot,,,class_5,,,,2.0
96.0,32,class_snapshot,,,truck,,,,5.0
99.0,33,queue_snapshot,,,,,,S_queue,0.0
99.0,33,queue_snapshot,,,,,,E_queue,1.0
99.0,33,queue_snapshot,,,,,,N_queue,0.0
99.0,33,queue_snapshot,,,,,,W_queue,0.0
99.0,33,class_snapshot,,,class_5,,,,1.0
99.0,33,class_snapshot,,,class_7,,,,2.0
99.0,33,class_snapshot,,,truck,,,,2.0
102.0,34,queue_snapshot,,,,,,S_queue,0.0
102.0,34,queue_snapshot,,,,,,E_queue,1.0
102.0,34,queue_snapshot,,,,,,N_queue,0.0
102.0,34,queue_snapshot,,,,,,W_queue,0.0
102.0,34,class_snapshot,,,truck,,,,3.0
102.0,34,class_snapshot,,,class_5,,,,3.0
102.0,34,class_snapshot,,,class_7,,,,2.0
105.0,35,queue_snapshot,,,,,,S_queue,0.0
105.0,35,queue_snapshot,,,,,,E_queue,0.0
105.0,35,queue_snapshot,,,,,,N_queue,0.0
105.0,35,queue_snapshot,,,,,,W_queue,0.0
105.0,35,class_snapshot,,,class_5,,,,1.0
105.0,35,class_snapshot,,,truck,,,,4.0
105.0,35,class_snapshot,,,car,,,,1.0
108.0,36,queue_snapshot,,,,,,S_queue,0.0
108.0,36,queue_snapshot,,,,,,E_queue,0.0
108.0,36,queue_snapshot,,,,,,N_queue,1.0
108.0,36,queue_snapshot,,,,,,W_queue,0.0
108.0,36,class_snapshot,,,truck,,,,4.0
108.0,36,class_snapshot,,,class_5,,,,2.0
111.0,37,queue_snapshot,,,,,,S_queue,1.0
111.0,37,queue_snapshot,,,,,,E_queue,0.0
111.0,37,queue_snapshot,,,,,,N_queue,0.0
111.0,37,queue_snapshot,,,,,,W_queue,0.0
111.0,37,class_snapshot,,,truck,,,,4.0
111.0,37,class_snapshot,,,class_5,,,,2.0
111.0,37,class_snapshot,,,car,,,,1.0
114.0,38,queue_snapshot,,,,,,S_queue,0.0
114.0,38,queue_snapshot,,,,,,E_queue,1.0
114.0,38,queue_snapshot,,,,,,N_queue,1.0
114.0,38,queue_snapshot,,,,,,W_queue,0.0
114.0,38,class_snapshot,,,class_5,,,,1.0
114.0,38,class_snapshot,,,truck,,,,7.0
114.0,38,class_snapshot,,,car,,,,1.0
117.0,39,queue_snapshot,,,,,,S_queue,1.0
117.0,39,queue_snapshot,,,,,,E_queue,0.0
117.0,39,queue_snapshot,,,,,,N_queue,2.0
117.0,39,queue_snapshot,,,,,,W_queue,0.0
117.0,39,class_snapshot,,,class_5,,,,2.0
117.0,39,class_snapshot,,,truck,,,,6.0
117.0,39,class_snapshot,,,car,,,,1.0
120.0,40,queue_snapshot,,,,,,S_queue,0.0
120.0,40,queue_snapshot,,,,,,E_queue,1.0
120.0,40,queue_snapshot,,,,,,N_queue,2.0
120.0,40,queue_snapshot,,,,,,W_queue,0.0
120.0,40,class_snapshot,,,truck,,,,7.0
120.0,40,class_snapshot,,,class_7,,,,1.0
123.0,41,queue_snapshot,,,,,,S_queue,2.0
123.0,41,queue_snapshot,,,,,,E_queue,0.0
123.0,41,queue_snapshot,,,,,,N_queue,1.0
123.0,41,queue_snapshot,,,,,,W_queue,0.0
123.0,41,class_snapshot,,,truck,,,,7.0
123.0,41,class_snapshot,,,car,,,,3.0
126.0,42,queue_snapshot,,,,,,S_queue,1.0
126.0,42,queue_snapshot,,,,,,E_queue,1.0
126.0,42,queue_snapshot,,,,,,N_queue,0.0
126.0,42,queue_snapshot,,,,,,W_queue,1.0
126.0,42,class_snapshot,,,truck,,,,10.0
129.0,43,flow_cross,N_in,79.0,truck,,,,
129.0,43,queue_snapshot,,,,,,S_queue,2.0
129.0,43,queue_snapshot,,,,,,E_queue,0.0
129.0,43,queue_snapshot,,,,,,N_queue,0.0
129.0,43,queue_snapshot,,,,,,W_queue,1.0
129.0,43,class_snapshot,,,truck,,,,13.0
132.0,44,queue_snapshot,,,,,,S_queue,1.0
132.0,44,queue_snapshot,,,,,,E_queue,0.0
132.0,44,queue_snapshot,,,,,,N_queue,0.0
132.0,44,queue_snapshot,,,,,,W_queue,0.0
132.0,44,class_snapshot,,,truck,,,,5.0
135.0,45,queue_snapshot,,,,,,S_queue,2.0
135.0,45,queue_snapshot,,,,,,E_queue,0.0
135.0,45,queue_snapshot,,,,,,N_queue,0.0
135.0,45,queue_snapshot,,,,,,W_queue,1.0
135.0,45,class_snapshot,,,truck,,,,11.0
138.0,46,queue_snapshot,,,,,,S_queue,2.0
138.0,46,queue_snapshot,,,,,,E_queue,0.0
138.0,46,queue_snapshot,,,,,,N_queue,0.0
138.0,46,queue_snapshot,,,,,,W_queue,0.0
138.0,46,class_snapshot,,,truck,,,,7.0
138.0,46,class_snapshot,,,car,,,,2.0
141.0,47,queue_snapshot,,,,,,S_queue,2.0
141.0,47,queue_snapshot,,,,,,E_queue,0.0
141.0,47,queue_snapshot,,,,,,N_queue,0.0
141.0,47,queue_snapshot,,,,,,W_queue,0.0
141.0,47,class_snapshot,,,class_5,,,,1.0
141.0,47,class_snapshot,,,truck,,,,8.0
144.0,48,queue_snapshot,,,,,,S_queue,2.0
144.0,48,queue_snapshot,,,,,,E_queue,0.0
144.0,48,queue_snapshot,,,,,,N_queue,0.0
144.0,48,queue_snapshot,,,,,,W_queue,1.0
144.0,48,class_snapshot,,,truck,,,,9.0
144.0,48,class_snapshot,,,class_5,,,,2.0
147.0,49,queue_snapshot,,,,,,S_queue,2.0
147.0,49,queue_snapshot,,,,,,E_queue,0.0
147.0,49,queue_snapshot,,,,,,N_queue,0.0
147.0,49,queue_snapshot,,,,,,W_queue,1.0
147.0,49,class_snapshot,,,truck,,,,9.0
147.0,49,class_snapshot,,,class_5,,,,1.0
150.0,50,queue_snapshot,,,,,,S_queue,2.0
150.0,50,queue_snapshot,,,,,,E_queue,0.0
150.0,50,queue_snapshot,,,,,,N_queue,0.0
150.0,50,queue_snapshot,,,,,,W_queue,1.0
150.0,50,class_snapshot,,,truck,,,,12.0
150.0,50,class_snapshot,,,class_5,,,,1.0
150.0,50,class_snapshot,,,car,,,,1.0
150.0,50,class_snapshot,,,class_9,,,,1.0
153.0,51,queue_snapshot,,,,,,S_queue,2.0
153.0,51,queue_snapshot,,,,,,E_queue,0.0
153.0,51,queue_snapshot,,,,,,N_queue,0.0
153.0,51,queue_snapshot,,,,,,W_queue,1.0
153.0,51,class_snapshot,,,truck,,,,11.0
156.0,52,queue_snapshot,,,,,,S_queue,2.0
156.0,52,queue_snapshot,,,,,,E_queue,0.0
156.0,52,queue_snapshot,,,,,,N_queue,0.0
156.0,52,queue_snapshot,,,,,,W_queue,1.0
156.0,52,class_snapshot,,,truck,,,,7.0
156.0,52,class_snapshot,,,car,,,,1.0
159.0,53,queue_snapshot,,,,,,S_queue,2.0
159.0,53,queue_snapshot,,,,,,E_queue,0.0
159.0,53,queue_snapshot,,,,,,N_queue,0.0
159.0,53,queue_snapshot,,,,,,W_queue,1.0
159.0,53,class_snapshot,,,class_5,,,,1.0
